FID_,LEFT_FID,RIGHT_FID,ORIG_FID,X,Y
,14,12,49,227158,3466058
,14,12,49,223793,3466481
,14,12,49,223860,3463579
,14,12,49,223824,3462548
,14,12,49,220990,3461936
,14,12,49,220768,3459104
,14,12,49,220179,3455388
,14,12,49,219798,3453026
,14,12,49,218410,3442787
,14,12,49,214705,3411916
,14,12,49,224210,3410392
,14,12,49,231227,3409384
,33,14,50,236445,3537170
,33,14,50,245700,3535589
,-1,0,51,-370388,3455482
,-1,0,51,-370537,3456004
,-1,0,51,-369770,3457266
,-1,0,51,-369684,3458872
,-1,0,51,-370053,3459586
,-1,0,51,-369620,3460650
,-1,0,51,-370006,3460973
,-1,0,51,-370675,3461316
,-1,0,51,-374233,3462068
,-1,0,51,-374795,3462692
,-1,0,51,-375657,3463843
,-1,0,51,-375518,3464434
,-1,0,51,-374376,3467876
,-1,0,51,-375952,3467850
,-1,0,51,-376291,3469560
,-1,0,51,-375986,3471625
,-1,0,51,-376421,3473043
,-1,0,51,-375784,3474139
,-1,0,51,-375646,3474707
,-1,0,51,-375797,3475420
,-1,0,51,-376154,3476830
,-1,0,51,-376557,3476785
,-1,0,51,-377207,3477498
,-1,0,51,-377534,3477760
,-1,0,51,-377295,3478013
,-1,0,51,-376274,3478561
,-1,0,51,-375910,3479418
,-1,0,51,-377098,3481909
,-1,0,51,-377334,3482418
,-1,0,51,-377077,3482692
,-1,0,51,-376664,3482971
,-1,0,51,-376546,3483362
,-1,0,51,-377763,3485015
,-1,0,51,-378153,3485317
,-1,0,51,-377896,3486433
,-1,0,51,-378358,3487249
,-1,0,51,-378636,3487797
,-1,0,51,-378884,3488566
,-1,0,51,-379715,3488110
,-1,0,51,-380320,3488033
,-1,0,51,-381023,3488068
,-1,0,51,-382189,3488438
,-1,0,51,-383266,3489078
,-1,0,51,-384250,3489303
,-1,0,51,-385055,3489261
,-1,0,51,-385565,3488972
,-1,0,51,-386341,3489230
,-1,0,51,-386839,3489265
,-1,0,51,-387252,3489178
,-1,0,51,-388181,3488702
,-1,0,51,-388689,3488615
,-1,0,51,-389186,3488662
,-1,0,51,-390095,3488094
,-1,0,51,-390720,3487628
,-1,0,51,-390917,3487865
,-1,0,51,-391209,3487921
,-1,0,51,-391498,3487865
,-1,0,51,-391768,3488784
,-1,0,51,-391628,3489352
,-1,0,51,-391293,3490065
,-1,0,51,-391200,3490369
,-1,0,51,-390682,3490724
,-1,0,51,-390353,3491213
,-1,0,51,-390123,3491523
,-1,0,51,-389829,3491668
,-1,0,51,-389718,3491768
,-1,0,51,-389810,3492183
,-1,0,51,-390304,3492431
,-1,0,51,-390492,3492611
,-1,0,51,-390688,3492813
,-1,0,51,-390663,3493114
,-1,0,51,-390124,3493882
,-1,0,51,-390125,3494185
,-1,0,51,-390197,3494328
,-1,0,51,-389790,3494955
,-1,0,51,-389227,3495742
,-1,0,51,-389030,3495910
,-1,0,51,-388124,3496108
,-1,0,51,-387511,3496576
,-1,0,51,-386113,3498502
,-1,0,51,-385343,3499974
,-1,0,51,-385218,3500959
,-1,0,51,-384996,3501349
,-1,0,51,-384272,3501613
,-1,0,51,-384136,3502518
,-1,0,51,-383926,3502797
,-1,0,51,-383999,3503479
,-1,0,51,-383661,3503878
,-1,0,51,-383066,3504158
,-1,0,51,-382947,3504335
,-1,0,51,-382137,3504814
,-1,0,51,-381920,3505115
,-1,0,51,-381912,3505227
,-1,0,51,-382285,3505696
,-1,0,51,-382263,3505930
,-1,0,51,-382261,3506311
,-1,0,51,-381771,3507995
,-1,0,51,-382126,3509429
,-1,0,51,-382098,3509897
,-1,0,51,-381048,3511068
,-1,0,51,-380838,3511358
,-1,0,51,-380583,3512317
,-1,0,51,-380648,3513425
,-1,0,51,-380163,3514705
,-1,0,51,-379926,3515779
,-1,0,51,-379177,3516658
,-1,0,51,-379083,3516749
,-1,0,51,-378670,3517050
,-1,0,51,-378654,3517418
,-1,0,51,-379090,3518681
,-1,0,51,-379363,3519150
,-1,0,51,-379756,3519386
,-1,0,51,-380843,3519758
,-1,0,51,-380977,3520840
,-1,0,51,-380940,3521746
,-1,0,51,-381020,3522541
,-1,0,51,-381168,3523277
,-1,0,51,-381156,3523556
,-1,0,51,-380937,3524340
,-1,0,51,-381106,3524842
,-1,0,51,-380852,3525925
,-1,0,51,-380855,3526127
,-1,0,51,-381041,3526440
,-1,0,51,-381221,3526630
,-1,0,51,-381319,3526854
,-1,0,51,-381193,3527323
,-1,0,51,-381168,3527938
,-1,0,51,-381428,3528552
,-1,0,51,-381399,3528851
,-1,0,51,-381486,3529344
,-1,0,51,-381473,3529860
,-1,0,51,-381555,3530273
,-1,0,51,-381742,3530576
,-1,0,51,-381721,3530978
,-1,0,51,-381221,3531144
,-1,0,51,-381099,3531355
,-1,0,51,-381074,3531835
,-1,0,51,-381269,3532251
,-1,0,51,-382067,3534454
,-1,0,51,-382925,3537418
,-1,0,51,-387388,3540120
,-1,0,51,-390693,3542107
,-1,0,51,-391006,3541818
,-1,0,51,-392612,3541448
,-1,0,51,-394117,3541448
,-1,0,51,-394698,3541462
,-1,0,51,-395393,3542073
,-1,0,51,-395659,3541914
,33,12,52,163467,3482218
,33,12,52,169287,3482306
,33,12,52,171093,3482286
,33,12,52,172863,3481752
,33,12,52,170600,3499586
,33,12,52,168323,3502174
,33,12,52,167949,3503339
,33,12,52,168048,3504237
,33,12,52,170378,3521224
,33,12,52,171657,3529345
,33,12,52,172592,3529182
,33,12,52,172781,3528599
,33,12,52,174666,3528654
,33,12,52,177121,3528483
,33,12,52,177107,3527879
,33,12,52,179870,3528174
,33,12,52,182589,3527686
,33,12,52,188747,3526189
,33,12,52,191015,3543652
,33,12,52,215488,3540125
,33,12,52,236446,3537226
,33,12,52,236445,3537170
,1,0,53,-160856,3545533
,1,0,53,-160141,3544549
,1,0,53,-159620,3542692
,1,0,53,-160441,3541011
,1,0,53,-162579,3539508
,1,0,53,-165033,3535285
,1,0,53,-165556,3533423
,1,0,53,-165268,3531532
,1,0,53,-161421,3525645
,1,0,53,-159971,3523999
,1,0,53,-156860,3523392
,1,0,53,-154744,3523315
,1,0,53,-153239,3522854
,15,11,54,602694,3419085
,15,11,54,594406,3429245
,15,11,54,596974,3461360
,15,11,54,584795,3473986
,15,11,54,560475,3482740
,15,11,54,557248,3477655
,15,11,54,548821,3477767
,15,11,54,544690,3483173
,15,11,54,548773,3493280
,15,11,54,530550,3512201
,15,11,54,536765,3547438
,15,11,54,518299,3549190
,15,9,55,518299,3549190
,15,9,55,511640,3549646
,15,13,56,432198,3555096
,15,13,56,433406,3538511
,15,13,56,437074,3537466
,15,13,56,435336,3521098
,15,13,56,439369,3520777
,15,13,56,437120,3504253
,15,13,56,443074,3504276
,15,13,56,443343,3495725
,15,13,56,437933,3495639
,15,13,56,437596,3485807
,15,13,56,441893,3486035
,15,13,56,441613,3472867
,15,13,56,438962,3472553
,15,13,56,438241,3469422
,15,13,56,436197,3469628
,15,13,56,435779,3466132
,15,13,56,432818,3465693
,15,13,56,432790,3462169
,15,13,56,425135,3462217
,15,13,56,424642,3455094
,15,13,56,416785,3457890
,15,13,56,414765,3458091
,15,13,56,414074,3456960
,15,13,56,413627,3456029
,15,13,56,413220,3454383
,15,13,56,415712,3453802
,15,13,56,416589,3453348
,15,13,56,417619,3453329
,15,13,56,418932,3452267
,15,13,56,419989,3450038
,15,13,56,419667,3449941
,15,13,56,419582,3449515
,15,13,56,418998,3449004
,15,13,56,418872,3448651
,15,13,56,419044,3448077
,15,13,56,419141,3448066
,15,13,56,419777,3447988
,15,13,56,419896,3447756
,15,13,56,419549,3447342
,15,13,56,419517,3447045
,15,13,56,419905,3444643
,15,13,56,419629,3443485
,15,13,56,419943,3442839
,15,13,56,421062,3441494
,15,13,56,421008,3441026
,15,13,56,422002,3439970
,15,13,56,421420,3438313
,15,13,56,421690,3437425
,15,13,56,421595,3437076
,15,13,56,420714,3436281
,15,13,56,421121,3435061
,15,13,56,421561,3434565
,15,13,56,422059,3434672
,15,13,56,422694,3435526
,15,13,56,423087,3435789
,15,13,56,423988,3435014
,15,13,56,424443,3435217
,15,13,56,424999,3435118
,15,13,56,424956,3434269
,15,13,56,423623,3419480
,15,13,56,402763,3419535
,15,13,56,401225,3403801
,15,13,56,413378,3403573
,15,13,56,413176,3394271
,15,13,56,417064,3394101
,15,13,56,414820,3368389
,15,13,56,423323,3366724
,15,10,57,511640,3549646
,15,10,57,432198,3555096
,13,10,58,432198,3555096
,13,10,58,425837,3555792
,13,10,58,415861,3556376
,13,4,59,415861,3556376
,13,4,59,381524,3560191
,13,4,59,380865,3535158
,13,4,59,345276,3538358
,13,4,59,343658,3532524
,13,4,59,326966,3535781
,13,4,59,326316,3526815
,13,4,59,322353,3527020
,13,4,59,319391,3512408
,13,4,59,323782,3511489
,13,4,59,321858,3497168
,13,4,59,321782,3494180
,13,4,59,319122,3493218
,13,4,59,317795,3482154
,13,4,59,318837,3481626
,13,4,59,318264,3477772
,2,1,60,11754,3561596
,2,1,60,10735,3561113
,2,1,60,12937,3552408
,2,1,60,11553,3543934
,2,1,60,12337,3543368
,2,1,60,11589,3542585
,2,1,60,10848,3542113
,2,1,60,11762,3540979
,2,1,60,13104,3539723
,2,1,60,10615,3535742
,2,1,60,1853,3536049
,2,1,60,-1361,3531408
,2,1,60,-2044,3532122
,2,1,60,-7934,3524277
,2,1,60,-20800,3522280
,2,1,60,-24087,3525884
,2,1,60,-28760,3526345
,2,1,60,-28995,3524629
,2,1,60,-37330,3525315
,2,1,60,-38522,3517664
,2,1,60,-40006,3518128
,2,1,60,-40464,3508717
,2,1,60,-29024,3507894
,2,1,60,-28879,3505048
,2,1,60,-27694,3504759
,2,1,60,-27866,3500777
,2,1,60,-30657,3500556
,2,1,60,-32759,3500376
,2,1,60,-40676,3500574
,2,1,60,-40607,3497405
,2,1,60,-43062,3493152
,2,1,60,-46810,3493693
,2,1,60,-48437,3490670
,2,1,60,-51255,3491036
,2,1,60,-52316,3486523
,2,1,60,-53875,3487317
,2,1,60,-54194,3487702
,2,1,60,-54357,3489133
,2,1,60,-54898,3490436
,2,1,60,-59063,3491098
,2,1,60,-59364,3492163
,2,1,60,-59994,3493000
,2,1,60,-61591,3492561
,2,1,60,-61664,3492540
,2,1,60,-63106,3490759
,2,1,60,-64457,3489759
,2,1,60,-65916,3489095
,2,1,60,-65542,3487928
,2,1,60,-67350,3487919
,2,1,60,-68166,3488951
,2,1,60,-69738,3487655
,2,1,60,-75051,3482314
,32,2,61,11754,3561596
,32,2,61,15401,3563709
,32,2,61,39344,3563341
,32,2,61,39305,3578191
,32,2,61,43659,3578514
,32,2,61,50653,3575391
,32,2,61,52771,3575414
,32,2,61,61358,3571994
,32,2,61,65599,3575268
,32,2,61,65821,3572996
,32,2,61,86821,3573566
,32,2,61,86720,3577180
,32,2,61,111315,3577617
,32,2,61,112205,3580382
,33,2,62,112205,3580382
,33,2,62,112803,3579968
,33,2,62,115119,3578039
,33,2,62,116762,3576859
,33,2,62,118763,3574866
,33,2,62,121322,3573632
,33,2,62,123105,3573531
,33,2,62,123817,3573491
,33,2,62,127214,3573366
,33,2,62,128609,3573398
,33,2,62,128161,3572621
,33,2,62,128012,3571398
,33,2,62,127878,3568635
,33,2,62,127378,3568649
,33,2,62,127478,3566230
,33,2,62,127725,3563136
,33,2,62,127593,3562517
,33,2,62,127246,3561152
,33,2,62,125831,3558619
,33,2,62,123950,3555220
,33,2,62,122103,3552002
,33,2,62,123916,3552215
,33,2,62,122765,3551256
,33,2,62,122253,3550980
,33,2,62,118239,3548165
,33,2,62,113647,3543973
,33,2,62,109486,3540806
,33,2,62,107711,3539252
,33,2,62,107392,3538873
,33,2,62,105330,3537288
,33,2,62,107607,3532752
,33,2,62,109672,3527249
,33,2,62,111269,3523385
,33,2,62,112768,3520835
,33,2,62,114099,3517431
,33,2,62,114547,3516029
,33,2,62,114730,3515633
,33,2,62,114829,3513516
,33,2,62,114961,3508084
,33,2,62,115047,3500842
,33,2,62,115264,3494866
,33,2,62,115181,3493077
,33,2,62,115046,3492492
,33,2,62,115244,3485857
,33,2,62,115182,3482261
,33,2,62,115529,3482262
,32,1,63,-93714,3611650
,32,1,63,-78558,3610050
,32,1,63,-78576,3605017
,32,1,63,-77974,3603518
,32,1,63,-78610,3603422
,32,1,63,-79501,3602909
,32,1,63,-80503,3601750
,32,1,63,-80952,3601572
,32,1,63,-81831,3601549
,32,1,63,-82700,3601136
,32,1,63,-82974,3600764
,32,1,63,-82874,3600025
,32,1,63,-83147,3599507
,32,1,63,-82885,3598786
,32,1,63,-83044,3597295
,32,1,63,-83697,3595805
,32,1,63,-83494,3593601
,32,1,63,-83174,3593214
,32,1,63,-82136,3592105
,32,1,63,-81116,3590449
,32,1,63,-80954,3589910
,32,1,63,-81363,3588168
,32,1,63,-77386,3588048
,32,1,63,-76132,3579292
,32,1,63,-76852,3578639
,32,1,63,-72367,3576382
,32,1,63,-61180,3575025
,32,1,63,-49319,3575482
,32,1,63,-45365,3571832
,32,1,63,-28376,3573904
,32,1,63,-24224,3574674
,32,1,63,-23890,3574214
,32,1,63,-23544,3574111
,32,1,63,-23150,3574231
,32,1,63,-22202,3575374
,32,1,63,-21879,3575461
,32,1,63,-21404,3575045
,32,1,63,-21134,3572510
,32,1,63,-17113,3572174
,32,1,63,6265,3568431
,32,1,63,5728,3564180
,32,1,63,9450,3563541
,32,1,63,11754,3561596
,26,1,64,-160856,3545533
,26,1,64,-159954,3554716
,26,1,64,-153808,3554667
,26,1,64,-153246,3559298
,26,1,64,-153136,3563682
,26,1,64,-149859,3562893
,26,1,64,-150800,3566622
,26,1,64,-148786,3566775
,26,1,64,-149179,3567352
,26,1,64,-150435,3571017
,26,1,64,-150534,3572920
,26,1,64,-150229,3576245
,26,1,64,-150472,3577530
,26,1,64,-149033,3579787
,26,1,64,-129519,3579642
,26,1,64,-129368,3583321
,26,1,64,-132412,3584203
,26,1,64,-130664,3591780
,26,1,64,-124740,3590877
,26,1,64,-124247,3594185
,26,1,64,-118941,3594119
,26,1,64,-115635,3594424
,26,1,64,-114664,3595974
,26,1,64,-112853,3605399
,26,1,64,-111009,3605480
,26,1,64,-109099,3612224
,26,1,64,-93714,3611650
,-1,11,65,711917,3643637
,-1,11,65,711832,3643412
,-1,11,65,711667,3643112
,-1,11,65,711825,3642633
,-1,11,65,712276,3641682
,-1,11,65,712392,3640793
,-1,11,65,712585,3640116
,-1,11,65,712422,3639085
,-1,11,65,712585,3638585
,-1,11,65,712480,3637875
,-1,11,65,712392,3636461
,-1,11,65,712293,3636347
,-1,11,65,712213,3635518
,-1,11,65,712339,3634654
,-1,11,65,712863,3633674
,-1,11,65,713502,3632879
,-1,11,65,713700,3632180
,-1,11,65,714136,3631946
,-1,11,65,714746,3631934
,-1,11,65,715698,3631553
,-1,11,65,716325,3631442
,-1,11,65,716977,3631130
,-1,11,65,717411,3630999
,-1,11,65,718374,3629832
,-1,11,65,718725,3628756
,-1,11,65,719421,3628135
,-1,11,65,720032,3628032
,-1,11,65,720630,3628006
,-1,11,65,721241,3628087
,-1,11,65,722607,3628395
,-1,11,65,723005,3628428
,-1,11,65,724362,3628129
,-1,11,65,724590,3627929
,-1,11,65,725868,3627429
,-1,11,65,726677,3626617
,-1,11,65,726890,3625956
,-1,11,65,727283,3625302
,-1,11,65,727521,3624921
,-1,11,65,728026,3624304
,-1,11,65,728390,3623826
,-1,11,65,728583,3623252
,-1,11,65,728262,3621886
,-1,11,65,727843,3621230
,-1,11,65,728072,3619646
,-1,11,65,728542,3617785
,-1,11,65,728714,3616497
,-1,11,65,729183,3614636
,-1,11,65,729489,3613081
,-1,11,65,729544,3611892
,-1,11,65,729084,3610186
,-1,11,65,728704,3609322
,-1,11,65,728382,3608803
,-1,11,65,727734,3608291
,-1,11,65,727310,3607737
,-1,11,65,727174,3607203
,-1,11,65,727743,3606886
,-1,11,65,728217,3606341
,-1,11,65,728299,3605628
,-1,11,65,728373,3605141
,-1,11,65,727907,3604189
,-1,11,65,728026,3604102
,-1,11,65,728743,3603989
,-1,11,65,729648,3603210
,-1,11,65,729945,3602637
,-1,11,65,730181,3602359
,-1,11,65,730471,3601727
,-1,11,65,730591,3600919
,-1,11,65,730726,3599908
,-1,11,65,730916,3599254
,-1,11,65,731571,3598933
,-1,11,65,732404,3598733
,-1,11,65,732938,3598511
,-1,11,65,733011,3598024
,-1,11,65,733149,3597026
,-1,11,65,733396,3595240
,-1,11,65,733650,3594886
,-1,11,65,734306,3594543
,-1,11,65,735209,3593787
,-1,11,65,736013,3592494
,-1,11,65,736270,3592106
,-1,11,65,736076,3591272
,-1,11,65,735784,3589010
,-1,11,65,735624,3588790
,-1,11,65,735541,3588062
,-1,11,65,735919,3588114
,-1,11,65,736689,3588437
,-1,11,65,736987,3588471
,-1,11,65,737820,3588374
,-1,11,65,739575,3588122
,-1,11,65,740073,3588087
,-1,11,65,740306,3587923
,-1,11,65,740367,3587422
,-1,11,65,740387,3587221
,-1,11,65,740981,3587322
,-1,11,65,741675,3587401
,-1,11,65,742461,3587535
,-1,11,65,742965,3587570
,-1,11,65,744804,3588222
,-1,11,65,745372,3588433
,-1,11,65,745708,3588189
,-1,11,65,745771,3587757
,-1,11,65,745703,3586769
,-1,11,65,745823,3585857
,-1,11,65,745716,3584528
,-1,11,65,745716,3584345
,-1,11,65,745776,3583420
,-1,11,65,745925,3581531
,-1,11,65,745904,3581023
,-1,11,65,745855,3580015
,-1,11,65,745937,3579313
,-1,11,65,746363,3578564
,-1,11,65,746521,3578085
,-1,11,65,746859,3577007
,-1,11,65,746711,3575988
,-1,11,65,746473,3574835
,-1,11,65,746548,3574257
,-1,11,65,746706,3573961
,-1,11,65,747005,3573904
,-1,11,65,747299,3573960
,-1,11,65,747711,3573917
,-1,11,65,748066,3573552
,-1,11,65,748427,3572994
,-1,11,65,748513,3571721
,-1,11,65,748515,3571000
,-1,11,65,748513,3570381
,-1,11,65,748348,3569348
,-1,11,65,748427,3568656
,-1,11,65,748450,3568558
,-1,11,65,748227,3568026
,-1,11,65,747510,3567519
,-1,11,65,747554,3567002
,-1,11,65,747828,3566458
,-1,11,65,747765,3565620
,-1,11,65,747444,3564264
,-1,11,65,747338,3563634
,-1,11,65,746787,3563256
,-1,11,65,745909,3562963
,-1,11,65,745638,3562707
,-1,11,65,745535,3562088
,-1,11,65,745327,3560645
,-1,11,65,745307,3560034
,-1,11,65,745172,3559603
,-1,11,65,745263,3559017
,-1,11,65,745753,3558385
,-1,11,65,746035,3557706
,-1,11,65,746249,3556931
,-1,11,65,746257,3556246
,-1,11,65,745922,3554957
,-1,11,65,745621,3554224
,-1,11,65,745144,3554047
,-1,11,65,744890,3553715
,-1,11,65,744611,3553491
,-1,11,65,744719,3552006
,-1,11,65,744638,3550443
,-1,11,65,744653,3549016
,-1,11,65,744685,3548028
,-1,11,65,744729,3547718
,-1,11,65,745155,3546877
,-1,11,65,745136,3546277
,-1,11,65,745090,3545867
,-1,11,65,744756,3545413
,-1,11,65,744382,3545157
,-1,11,65,743839,3544702
,-1,11,65,743682,3543649
,-1,11,65,744086,3541487
,-1,11,65,744437,3539725
,-1,11,65,744749,3538961
,-1,11,65,744784,3538785
,-1,11,65,744722,3538371
,-1,11,65,745201,3537816
,-1,11,65,746034,3536998
,-1,11,65,746576,3536710
,-1,11,65,746960,3536122
,-1,11,65,747479,3534615
,-1,11,65,747680,3533803
,-1,11,65,748124,3532177
,-1,11,65,748201,3530867
,-1,11,65,748458,3529667
,-1,11,65,748611,3529393
,-1,11,65,749340,3527671
,-1,11,65,750432,3526478
,-1,11,65,751429,3525755
,-1,11,65,752139,3525139
,-1,11,65,752861,3522112
,-1,11,65,752744,3521467
,-1,11,65,752498,3521057
,-1,11,65,751604,3519595
,-1,11,65,750594,3518760
,-1,11,65,749977,3518254
,-1,11,65,748943,3517642
,-1,11,65,748769,3517385
,-1,11,65,749138,3516943
,-1,11,65,749534,3516289
,-1,11,65,749833,3515705
,-1,11,65,749699,3514325
,-1,11,65,749542,3513375
,-1,11,65,748416,3511988
,-1,11,65,747790,3510703
,-1,11,65,747658,3508273
,-1,11,65,747560,3507439
,-1,11,65,747613,3505621
,-1,11,65,747767,3504627
,-1,11,65,748236,3503383
,-1,11,65,748829,3502740
,-1,11,65,749559,3502664
,-1,11,65,750195,3502338
,-1,11,65,750765,3501918
,-1,11,65,751005,3501527
,-1,11,65,751759,3501228
,-1,11,65,752916,3500918
,-1,11,65,753551,3500696
,-1,11,65,753965,3499943
,-1,11,65,753820,3498813
,-1,11,65,753757,3497803
,-1,11,65,753276,3496219
,-1,11,65,753118,3495886
,-1,11,65,752416,3495110
,-1,11,65,752688,3493113
,-1,11,65,753059,3490533
,-1,11,65,753191,3489637
,-1,11,65,752599,3488749
,-1,11,65,752084,3488770
,-1,11,65,750395,3487235
,-1,11,65,748229,3483892
,-1,11,65,746135,3485127
,-1,11,65,745394,3483213
,-1,11,65,743096,3483810
,-1,11,65,742338,3480546
,-1,11,65,742711,3480091
,-1,11,65,742773,3479591
,-1,11,65,742044,3476162
,-1,11,65,741849,3476233
,-1,11,65,741687,3475809
,-1,11,65,741494,3475058
,-1,11,65,741128,3474006
,-1,11,65,740509,3472008
,-1,11,65,740009,3471338
,-1,11,65,739515,3471777
,-1,11,65,738070,3471368
,-1,11,65,736541,3470153
,-1,11,65,736637,3469272
,-1,11,65,734065,3469805
,-1,11,65,730776,3468745
,-1,11,65,731296,3464977
,-1,11,65,723855,3463459
,-1,11,65,723337,3463359
,-1,11,65,720388,3462749
,-1,11,65,708756,3460211
,-1,11,65,701947,3458865
,-1,11,65,684138,3455590
,-1,11,65,639760,3447365
,-1,11,65,639528,3443894
,-1,11,65,638067,3444197
,-1,11,65,617276,3445534
,-1,11,65,617020,3441576
,-1,11,65,613296,3441556
,-1,11,65,613388,3433685
,-1,11,65,611760,3433697
,-1,11,65,609839,3433714
,-1,11,65,603765,3433874
,-1,11,65,603254,3428947
,-1,11,65,602694,3419085
,11,9,66,591199,3635183
,11,9,66,589650,3631152
,11,9,66,587475,3631001
,11,9,66,585341,3626357
,11,9,66,566117,3628815
,11,9,66,564171,3635495
,11,9,66,557257,3638132
,11,9,66,555324,3637262
,11,9,66,549878,3637813
,11,9,66,550803,3643305
,11,9,66,532290,3645984
,11,9,66,526846,3605041
,11,9,66,522843,3601778
,11,9,66,518299,3549190
,35,0,67,-395659,3541914
,35,0,67,-390376,3550091
,35,0,67,-388402,3561889
,35,0,67,-339152,3549890
,35,0,67,-337537,3557395
,35,0,67,-328769,3563577
,35,0,67,-327701,3569222
,35,0,67,-325080,3568657
,35,0,67,-322696,3567803
,35,0,67,-320543,3568521
,35,0,67,-319641,3567087
,35,0,67,-319304,3567099
,35,0,67,-318991,3566811
,35,0,67,-318801,3565783
,35,0,67,-318607,3564744
,35,0,67,-318131,3564507
,35,0,67,-317057,3571980
,35,0,67,-315391,3572177
,35,0,67,-314297,3572609
,35,0,67,-295904,3567749
,35,0,67,-295928,3566250
,35,0,67,-293797,3565968
,35,0,67,-293452,3567763
,35,0,67,-291707,3568076
,35,0,67,-288853,3568393
,35,0,67,-288507,3567142
,35,0,67,-287942,3566118
,35,0,67,-287846,3565941
,35,0,67,-286899,3564738
,35,0,67,-287029,3563730
,35,0,67,-286830,3562973
,35,0,67,-284099,3564481
,35,0,67,-283419,3565878
,35,0,67,-284131,3567508
,35,0,67,-286071,3568036
,35,0,67,-285907,3569433
,35,0,67,-283440,3570651
,35,0,67,-282299,3574157
,35,0,67,-282951,3574931
,35,0,67,-282813,3576699
,35,0,67,-282717,3578147
,35,0,67,-281986,3579103
,35,0,67,-280554,3579102
,35,0,67,-279093,3587654
,35,0,67,-280914,3588484
,35,0,67,-280731,3589666
,35,0,67,-276988,3590071
,35,0,67,-275014,3589209
,35,0,67,-274620,3590463
,35,0,67,-274988,3593428
,35,0,67,-278607,3596683
,35,0,67,-278736,3597702
,35,0,67,-278910,3599296
,35,0,67,-278132,3599049
,35,0,67,-270429,3617943
,35,0,67,-270217,3622359
,35,0,67,-265991,3628453
,35,0,67,-263036,3632462
,35,0,67,-259524,3637111
,35,0,67,-258173,3639621
,35,0,67,-256664,3639745
,35,0,67,-256189,3641095
,35,0,67,-254998,3641469
,35,0,67,-253657,3642806
,35,0,67,-252570,3642574
,35,0,67,-243576,3643865
,35,0,67,-242481,3643278
,35,0,67,-241462,3644241
,35,0,67,-240310,3643829
,35,0,67,-239399,3644220
,35,0,67,-236691,3659522
,26,0,68,-212183,3687000
,26,0,68,-209799,3686169
,26,0,68,-207073,3685027
,26,0,68,-207169,3684083
,26,0,68,-208806,3683990
,26,0,68,-209845,3679464
,26,0,68,-201897,3678598
,26,0,68,-202242,3676273
,26,0,68,-199687,3677362
,26,0,68,-197671,3678386
,26,0,68,-197127,3677469
,26,0,68,-202715,3648123
,26,0,68,-204006,3648396
,26,0,68,-207057,3631790
,26,0,68,-201621,3631264
,26,0,68,-205726,3614589
,26,0,68,-204096,3614026
,26,0,68,-203082,3612218
,26,0,68,-203842,3611898
,26,0,68,-207543,3587170
,26,0,68,-209622,3587472
,26,0,68,-210485,3584867
,26,0,68,-212794,3585141
,26,0,68,-213712,3579991
,26,0,68,-209857,3579538
,26,0,68,-209654,3577926
,26,0,68,-209769,3577151
,26,0,68,-210843,3574604
,26,0,68,-211072,3572708
,26,0,68,-210940,3569837
,26,0,68,-205448,3565942
,26,0,68,-204851,3566251
,26,0,68,-202882,3568923
,26,0,68,-202912,3565359
,26,0,68,-189735,3564510
,26,0,68,-189014,3566301
,26,0,68,-177396,3563805
,26,0,68,-176300,3564874
,26,0,68,-174505,3563995
,26,0,68,-174148,3562915
,26,0,68,-173227,3563469
,26,0,68,-171829,3562334
,26,0,68,-172122,3560517
,26,0,68,-171757,3559079
,26,0,68,-169606,3558240
,26,0,68,-170738,3554322
,26,0,68,-171103,3551034
,26,0,68,-170063,3548846
,26,0,68,-166959,3547603
,26,0,68,-162352,3546869
,26,0,68,-160856,3545533
,36,0,69,-236691,3659522
,36,0,69,-236287,3660521
,36,0,69,-231731,3659714
,36,0,69,-230252,3659125
,36,0,69,-228739,3658725
,36,0,69,-222361,3688610
,36,0,69,-212183,3687000
,33,32,70,30912,3692307
,33,32,70,27540,3690401
,33,32,70,25274,3689099
,33,32,70,22597,3687417
,33,32,70,19506,3685478
,33,32,70,20417,3684346
,33,32,70,22979,3680995
,33,32,70,23829,3679975
,33,32,70,24026,3679742
,33,32,70,25327,3677789
,33,32,70,25706,3677256
,33,32,70,27305,3674894
,33,32,70,27768,3674374
,33,32,70,27969,3674264
,33,32,70,29099,3672802
,33,32,70,29283,3672480
,33,32,70,30233,3671630
,33,32,70,32495,3670514
,33,32,70,36486,3668249
,33,32,70,38912,3666894
,33,32,70,39330,3666264
,33,32,70,39448,3665875
,33,32,70,39648,3665476
,33,32,70,41195,3664235
,33,32,70,43211,3662432
,33,32,70,45623,3660536
,33,32,70,46504,3660259
,33,32,70,49516,3660326
,33,32,70,51497,3659945
,33,32,70,52979,3659546
,33,32,70,53263,3659528
,33,32,70,54378,3659692
,33,32,70,56292,3659815
,33,32,70,59037,3658481
,33,32,70,59436,3658355
,33,32,70,63563,3656962
,33,32,70,68292,3655130
,33,32,70,68856,3654495
,33,32,70,70769,3652607
,33,32,70,72819,3651225
,33,32,70,76514,3648634
,33,32,70,80654,3645623
,33,32,70,85030,3642924
,33,32,70,87342,3641101
,33,32,70,87725,3640799
,33,32,70,91019,3636349
,33,32,70,94580,3630850
,33,32,70,96476,3626554
,33,32,70,98140,3623680
,33,32,70,98955,3621841
,33,32,70,98839,3621581
,33,32,70,98004,3620975
,33,32,70,98488,3620264
